handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
item_11969,Product,Hawas Verde Rasasi,<p>Hawas Verde&nbsp;de&nbsp;Rasasi&nbsp;es una fragancia de la familia olfativa Cítrica Aromática para Hombres. Esta fragrancia es nueva.&nbsp;Hawas Verde&nbsp;se lanzó en 2025.</p>,346e0f_7997b2d810cc46409ff59ce622f27170~mv2.jpg,,11969,Hombre,478800.0,,true,PERCENT,0.0,5,100.0,342000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11968,Product,Jardin des Papillons Paris Corner,"<p>Jardin des Papillons&nbsp;de&nbsp;PARIS CORNER&nbsp;es una fragancia de la familia olfativa Cítrica Aromática para Mujeres. Esta fragrancia es nueva.&nbsp;Jardin des Papillons&nbsp;se lanzó en 2025. Las Notas de Salida son mandarina, Limón confitado y naranja; las Notas de Corazón son flor de azahar del naranjo y jazmín; las Notas de Fondo son ambroxan, vainilla y azúcar.</p>",346e0f_9ba79792c8894f6cae4a0e519ed79519~mv2.avif,,11968,Mujer,407400.0,,true,PERCENT,0.0,5,100.0,291000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11966,Product,Candy White Grandeur,<p>Candy White&nbsp;de&nbsp;Grandeur&nbsp;es una fragancia de la familia olfativa Floral Frutal Gourmand para Hombres y Mujeres.&nbsp;Candy White&nbsp;se lanzó en 2024. Las Notas de Salida son ciruela y almizcle; las Notas de Corazón son praliné y raíz de lirio; las Notas de Fondo son vainilla y coco.</p>,346e0f_57370ca1087d4338a90878f6e6d05a57~mv2.webp,,11966,Unisex,354200.0,,true,PERCENT,0.0,5,100.0,253000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11965,Product,Lumina Bharara,"<p>Lumina de Bharara Beauty (Eau de Parfum) es una fragancia femenina de perfil floral ambarado que combina un brillo inicial luminoso con un corazón suave y empolvado, y un cierre cálido de aire resinoso y elegante.</p>",346e0f_b017ee103bf14bc6b700e38e17be9264~mv2.webp,,11965,Mujer,306600.0,,true,PERCENT,0.0,6,100.0,219000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11964,Product,Majesty Maktoub,"<p>Su aroma es&nbsp;<strong>amaderado, frutal, dulce</strong>&nbsp;con acordes de ámbar</p><p>Abre con lo mas fino de la bergamota y la pera, pasa de una forma sutil a su corazón que tiene rosa y magnolia. Cierra con un sensual toque de madera &nbsp;que aporta carácter.</p>",346e0f_6a284c239be5400fbceabc66d272f819~mv2.webp,,11964,Hombre,415800.0,,true,PERCENT,0.0,6,100.0,297000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11963,Product,Al Haramain Le Rêve D'Eve White Orchid,"<p>Al Haramain Le Rêve D'Eve White Orchid&nbsp;es un&nbsp;<strong>Extrait de Parfum&nbsp;femenino, floral y lujoso que captura la elegancia de las orquídeas blancas con matices frescos, dulces y jabonosos</strong>. Destaca por su aroma ligero, sofisticado, de larga duración y una base cálida de almizcle, vainilla y ámbar, ideal para el uso diario o especial.&nbsp;</p>",346e0f_bcb465dfbfda4f9a8180a68a9e9a7b54~mv2.jpg,,11963,Mujer,415800.0,,true,PERCENT,0.0,6,100.0,297000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11962,Product,Al Haramain Le Rêve d'Eve Red Jasper,"<p>Al Haramain Le Rêve d'Eve Red Jasper&nbsp;es un&nbsp;<strong>Extrait de Parfum unisex audaz y sofisticado</strong>, destacado por su mezcla de azafrán, manzana, notas florales, cuero, oud y almizcle. Lanzado en 2024, ofrece una fragancia intensa, duradera y misteriosa, perfecta para la noche, presentada en un vibrante frasco rojo.&nbsp;</p>",346e0f_3299018cfc0e4bd794769ca8655192a0~mv2.jpg,,11962,,415800.0,,true,PERCENT,0.0,6,100.0,297000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11961,Product,Matai Noor,"<p>Un juego entre lo cítrico y lo dulce. Limón, bergamota y fruta de la pasión dan paso a un corazón floral y un fondo gourmand con chocolate, caramelo y ámbar. Potente, pero bien estructurado.</p>",346e0f_1c119757d65f461c98e782f495afe3d7~mv2.png,,11961,Unisex,408800.0,,true,PERCENT,0.0,6,50.0,292000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11960,Product,Matai Sahara,"<p>Una fusión impecable de frescura y profundidad. La bergamota y la manzana roja abren con un brillo sutil antes de dar paso a la calidez especiada de la canela y la tuberosa. En el fondo, el ámbar, la mirra y el benjuí crean una estela envolvente y estructurada.</p>",346e0f_4aecc556fc534430891a424aa27be04e~mv2.webp,,11960,,408800.0,,true,PERCENT,0.0,8,50.0,292000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11959,Product,Matai Zenith,"<p>Fresco y envolvente. Cítricos y frutas en la salida, un corazón floral con jazmín y rosa, y un fondo cremoso de vainilla, ámbar y almizcle blanco. Ligero, pero con mucha presencia.</p>",346e0f_51f75021b96a41cb83f425a418ef8860~mv2.webp,,11959,Unisex,408800.0,,true,PERCENT,0.0,8,50.0,292000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11958,Product,Matai Nasim,"<p>Especiado, floral y con carácter. Cardamomo, canela y bergamota en la salida, seguidos por un corazón de jazmín y patchouli. El fondo de sándalo y haba tonka aporta solidez y un acabado sofisticado.</p>",346e0f_09b034788b274673a253653c7cea2aeb~mv2.webp,,11958,Unisex,408800.0,,true,PERCENT,0.0,8,50.0,292000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11957,Product,Flowers Serenade Oussal Parfum D´Origine,"<p>Un homenaje a la belleza y el poder de las flores, este perfume radiante y encantador envuelve con su esencia blanca y cristalina. Inspirado en la gracia de la naturaleza, combina la dulzura de la Gardenia y el Kadupul con notas ozónicas frescas, ofreciendo una serenata olfativa que conforta y eleva el espíritu.</p>",346e0f_b8f667ab3fd74a3fb67ef87664f2ef4d~mv2.jpg,,11957,Unisex,326200.0,,true,PERCENT,0.0,InStock,80.0,233000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11970,Product,Antartic Tsunami de Oussal Parfum D'Origine,"<p>Una fragancia que recuerda la majestuosa helada del Ártico, capturando la frescura acuática y salada de colosales olas glaciares. Este perfume combina la sofisticación acuática con notas especiadas y tentadoras, evocando la supremacía del océano helado que domina con su poder descomunal. Perfecto para quienes buscan una esencia fresca y vigorizante.</p>",346e0f_16ac207a51ae4d3d9fbd76c0f8dcce04~mv2.jpg,,11970,Unisex,326200.0,,true,PERCENT,0.0,InStock,80.0,233000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11954,Product,Uomo Intense Stallion 53 Emper,"<p>Intenso by Stallion 53&nbsp;es más que un perfume; es una declaración de poder y masculinidad sin complejos. Esta fragancia multifacética está diseñada para el hombre que no solo vive el momento, sino que lo domina por completo. Su aroma, complejo y audaz, es una sinfonía de notas que se entrelazan para crear una estela inolvidable.</p><p>El perfume se abre con un estallido energizante de&nbsp;toronja&nbsp;y&nbsp;bergamota, mezclado con el toque picante de la&nbsp;pimienta rosa. Le siguen las notas dulces y afrutadas de&nbsp;grosellas negras&nbsp;y&nbsp;piña, que se vuelven exóticas con la calidez de la&nbsp;nuez moscada&nbsp;y el&nbsp;clavo de olor. En su corazón, la fragancia se calienta con la intensidad del&nbsp;jengibre, la&nbsp;canela&nbsp;y el&nbsp;cardamomo, equilibradas por el frescor de la&nbsp;cidra&nbsp;y la elegancia de la&nbsp;rosa. El viaje culmina en una base robusta y sensual, donde el&nbsp;pachulí, el&nbsp;vetiver&nbsp;y el&nbsp;sándalo&nbsp;se fusionan con el&nbsp;musgo de roble, el&nbsp;almizcle&nbsp;y la dulzura del&nbsp;haba tonka, creando una profundidad inigualable y duradera.</p><p>Intenso&nbsp;no es para todos; es para el hombre que no teme destacar y que proyecta una presencia poderosa y memorable.</p>",346e0f_7b303c7eae3041859e315f0839300844~mv2.webp,,11954,Hombre,295400.0,,true,PERCENT,0.0,8,100.0,211000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11953,Product,Hawas Viper Rasasi,"<p>Hawas Viper&nbsp;de&nbsp;Rasasi&nbsp;es una fragancia de la familia olfativa Oriental para Hombres. Esta fragrancia es nueva.&nbsp;Hawas Viper&nbsp;se lanzó en 2025. Las Notas de Salida son azafrán, marihuana (cannabis), tomillo, notas verdes y Davana; las Notas de Corazón son tabaco, café, frambuesa, canela y violeta; las Notas de Fondo son haba tonka, almizcle y bálsamo de Gurjum.</p>",346e0f_1569483386864f25941afeb676540c77~mv2.webp,,11953,Hombre,442400.0,,true,PERCENT,0.0,8,100.0,316000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11952,Product,Paradoxe Radical Essence Prada,"<p>Prada Paradoxe Radical Essence&nbsp;de&nbsp;Prada&nbsp;es una fragancia de la familia olfativa Almizcle Floral Amaderado para Mujeres. Esta fragrancia es nueva.&nbsp;Prada Paradoxe Radical Essence&nbsp;se lanzó en 2025. Prada Paradoxe Radical Essence fue creada por Antoine Maisondieu, Nadège Le Garlantezec y Shyamala Maisondieu. Las Notas de Salida son neroli y flor de azahar del naranjo; la Nota de Corazón es pistacho (pistache); la Nota de Fondo es sándalo.</p>",346e0f_c365d5dba09e41b7b9f5b902d6ab1101~mv2.jpg,,11952,Unisex,1019200.0,,true,PERCENT,0.0,8,90.0,728000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11949,Product,The Icon Supreme Banderas,"<p>The Icon Supreme for Men&nbsp;de&nbsp;Antonio Banderas&nbsp;es una fragancia de la familia olfativa Aromática Verde para Hombres. Esta fragrancia es nueva.&nbsp;The Icon Supreme for Men&nbsp;se lanzó en 2025. Las Notas de Salida son bergamota, pimienta rosa, cardamomo y neroli; las Notas de Corazón son marihuana (cannabis), eucalipto, ciprés y romero; las Notas de Fondo son musgo, Humo, ámbar y Cistus Incanus.</p>",346e0f_acd91aebab694af088c6d1338f104f47~mv2.webp,,11949,Mujer,273000.0,,true,PERCENT,0.0,10,100.0,195000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11947,Product,XLNC Titan Nayaat,"<p>XLNC Titan&nbsp;de&nbsp;Nayaat&nbsp;es una fragancia de la familia olfativa Aromática Fougère para Hombres. Esta fragrancia es nueva.&nbsp;XLNC Titan&nbsp;se lanzó en 2025. Las Notas de Salida son Menta verde, casia, comino, abrótano y bergamota; las Notas de Corazón son lavanda, cardamomo, iris, violeta y elemí; las Notas de Fondo son vainilla, ámbar, musgo, notas amaderadas y almizcle.</p>",346e0f_26ab75703ac34befad97425079a081f2~mv2.avif,,11947,Hombre,526400.0,,true,PERCENT,0.0,10,200.0,376000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11946,Product,XLNC Imperium Nayaat,"<p>XLNC Imperium&nbsp;de&nbsp;Nayaat&nbsp;es una fragancia de la familia olfativa Oriental Vainilla para Hombres. Esta fragrancia es nueva.&nbsp;XLNC Imperium&nbsp;se lanzó en 2025. Las Notas de Salida son coñac, ciruela y canela; las Notas de Corazón son mirra y iris; las Notas de Fondo son haba tonka, sándalo y vainilla.</p>",346e0f_7dc608f53b9d4c11a82fb83d556ef6a1~mv2.avif,,11946,Hombre,526400.0,,true,PERCENT,0.0,10,200.0,376000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11945,Product,Dubai Delicacy Red Velvet Armaf Delights,"<p>Armaf Delights Dubai Delicacy Red Velvet Eau de Parfum (70 ml) es una fragancia floral frutal gourmand lanzada en 2026, con un carácter dulce y luminoso: arranque chispeante y jugoso, corazón cremoso tipo “postre” y un fondo cálido y suave que deja una estela acogedora. En el universo de perfumes y fragancias gourmand modernas, se siente azucarada, aterciopelada y ligeramente floral.</p>",346e0f_0f6800c3975942108f0f1a1d9104a109~mv2.avif,,11945,,352800.0,,true,PERCENT,0.0,10,70.0,252000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11944,Product,Dubai Delicacy Cotton Candy Armaf Delights,"<p>Armaf Delights Dubai Delicacy Cotton Candy Eau de Parfum (70 ml) es un perfume con una estela floral frutal gourmand de espíritu goloso y contemporáneo: apertura frutal chispeante con un matiz especiado, corazón floral suave y un cierre cálido, avainillado y ligeramente amaderado que evoca un efecto “algodón de azúcar” pulido. Lanzamiento: 2026. En el lenguaje de perfumes y fragancias dulces, apuesta por una dulzura luminosa más suave que densa.</p>",346e0f_2addaf4b109d479b84d21bae4bf3eaac~mv2.webp,,11944,,352800.0,,true,PERCENT,0.0,10,70.0,252000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11943,Product,Al Noor Arabiyat Prestige,"<p>Al Noor&nbsp;de&nbsp;Arabiyat Prestige&nbsp;es una fragancia de la familia olfativa Oriental Especiada para Hombres y Mujeres. Esta fragrancia es nueva.&nbsp;Al Noor&nbsp;se lanzó en 2025. La Nariz detrás de esta fragrancia es Mustafa Firoz. Las Notas de Salida son cardamomo, azafrán y nuez moscada; las Notas de Corazón son higo, iris, ládano y vetiver; las Notas de Fondo son cuero, haba tonka, vainilla y pachulí.</p>",346e0f_077b29157e6a401c8ac041b7e923751d~mv2.avif,,11943,,387800.0,,true,PERCENT,0.0,InStock,100.0,277000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11942,Product,Safa Arabiyat Prestige,"<p>Safa&nbsp;de&nbsp;Arabiyat Prestige&nbsp;es una fragancia de la familia olfativa Floral Frutal Gourmand para Mujeres. Esta fragrancia es nueva.&nbsp;Safa&nbsp;se lanzó en 2025. Las Notas de Salida son lichi, avellana y Frutas rojas; las Notas de Corazón son rosa, magnolia y cipriol (nagarmota); las Notas de Fondo son ámbar gris, vainilla y Acorde goloso.</p>",346e0f_a65f8d624cfb444bbde49d6f737111cb~mv2.avif,,11942,Mujer,387800.0,,true,PERCENT,0.0,10,100.0,277000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11941,Product,Marwa Arabiyat Prestige,"<p>Marwa&nbsp;de&nbsp;Arabiyat Prestige&nbsp;es una fragancia de la familia olfativa Cítrica Aromática para Hombres. Esta fragrancia es nueva.&nbsp;Marwa&nbsp;se lanzó en 2025. Las Notas de Salida son bergamota de Calabria, limón (lima ácida) y naranja siciliana; las Notas de Corazón son jengibre nigeriano, canela de Ceylan y neroli de Túnez; las Notas de Fondo son ambroxan, incienso de olíbano (franquincienso), té negro de China y madera de gaiac.</p>",346e0f_862766e5b0fa480cb9f2d2765f44083f~mv2.avif,,11941,Hombre,387800.0,,true,PERCENT,0.0,10,,277000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11940,Product,Bon Bon Armaf Delights,"<p>Bon Bon&nbsp;de&nbsp;Armaf&nbsp;es una fragancia de la familia olfativa Floral Frutal Gourmand para Hombres y Mujeres. Esta fragrancia es nueva.&nbsp;Bon Bon&nbsp;se lanzó en 2026. Las Notas de Salida son mandarina, bergamota, manzana Granny Smith y papaya; las Notas de Corazón son peonía, Notas marinas, azucena, Flor de té verde y chabacano; las Notas de Fondo son almizcle, Acorde goloso y sándalo.</p>",346e0f_142a9476c2d44477a1bb0773cb927493~mv2.avif,,11940,Unisex,424200.0,,true,PERCENT,0.0,10,100.0,303000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11939,Product,Naya Niche Avenue,"<p>Naya de Niche Avenue (Eau de Parfum) 100 ml es una fragancia unisex de carácter brillante y glamuroso, construida alrededor de un acorde frutal jugoso y un corazón floral sedoso que se apoya en un fondo cremoso y cálido. Su estilo se percibe alegre, envolvente y pulido, con un cierre avainillado-almizclado de aire moderno dentro del universo de los perfumes y las fragancias; el año de lanzamiento y el perfumista no aparecen publicados de forma verificable en las fichas consultadas.</p>",346e0f_67c2573aa0424726ab7892c169f22a42~mv2.webp,,11939,Unisex,310800.0,,true,PERCENT,0.0,10,100.0,222000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
item_11938,Product,Fahed Niche Avenue,,,,11938,,310800.0,,true,PERCENT,0.0,InStock,100.0,222000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,false,,,,
item_11936,Product,Id√¥le L‚ÄòEau de Parfum Lanc√¥me,,,,11936,,729400.0,,true,PERCENT,0.0,InStock,100.0,521000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,false,,,,
item_11935,Product,Swiss Army For Her Apricot Rose Victorinox,,,,11935,Mujer,266000.0,,true,PERCENT,0.0,InStock,100.0,190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,false,,,,
item_11933,Product,Signatures No II Maison Alhambra,,,,11933,,274400.0,,true,PERCENT,0.0,InStock,50.0,196000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,false,,,,
item_11932,Product,swiss army Lilac Jasmine de Victorinox,,,,11932,,266000.0,,true,PERCENT,0.0,InStock,100.0,190000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,false,,,,
item_11931,Product,Island Dreams Khadlaj,,,,11931,,306600.0,,true,PERCENT,0.0,InStock,100.0,219000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,false,,,,
item_11930,Product,Olymp√©a Absolu Paco Rabanne Parfum Intese,,,,11930,,721000.0,,true,PERCENT,0.0,InStock,80.0,515000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,false,,,,
item_11929,Product,Flower Kenzo La R√©colte Parisienne Kenzo,,,,11929,,505400.0,,true,PERCENT,0.0,InStock,75.0,361000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,false,,,,
item_11914,Product,Delphinus Creed,,,,11914,Unisex,2097200.0,,true,PERCENT,0.0,InStock,100.0,1498000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,false,,,,
item_11912,Product,Oud Save The Queen Atkinsons,,,,11912,Mujer,897400.0,,true,PERCENT,0.0,InStock,100.0,641000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,false,,,,
item_11909,Product,44 Gerrard Street Atkinsons,,,,11909,,613200.0,,true,PERCENT,0.0,InStock,100.0,438000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,false,,,,
item_11908,Product,24 Old Bond Street Triple Extract Atkinsons,,,,11908,,639800.0,,true,PERCENT,0.0,InStock,100.0,457000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,false,,,,
